País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
Martinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,,,,,14.25,,,13.53,,,,,,,,8.575,,,,,10.59,,9.0,,,,,,,,,8.402,20.617,26.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,25.0,,25.0,,,,,,,,,,,,,,,0.2,,,0.11,,,,,,25.001,,0.16,,,,1.1,,,,,,,,,,,,,,,,,,,50.19,,,,,22.38,,,,,,,23.198,23.211,,,,,,,,,23.43113,,,45.62,25.0,,,,,,,,,,,,24.1,,,20.908900000000003,,25.0,,,18.99,,,,,,,,,,,,27.785,,,23.99796,,,,,25.0,,,,,,,,,,,,,,25.405,23.439,48.082,,,46.88722,,,,
Mauricio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,0.15143,,,23.275,23.9,24.8,,,,26.72,,,,20.54,,,22.88,25.1,,,,,,,,,,,18.65,,,,,,,,45.85,,,,,,,,,,,51.365,,,,,64.8,,21.6,43.2,,,25.0,27.643,48.394800000000004,,47.0,,,,23.5,,,31.6787,25.0,,,,52.0,52.0,,,23.0,50.6,,45.367,,,100.4,33.6132,76.4,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77452,,,,,,,,,,,,,15.018540000000002,,,,,,,,,,,,,13.98902,,,,,,,,
México,821.31,921.75,536.573,526.604,665.442,279.003,740.625,279.756,922.875,1050.069,90.808,853.488,613.225,42.551,500.983,166.698,250.673,263.928,582.608,1241.895,1778.049,1006.018,2257.233,849.562,1473.984,572.108,578.301,1563.715,1021.93,1655.065,1089.295,1474.598,2461.638,868.154,1546.082,1119.732,,90.0,0.25,,0.755,286.0,39.357,57.566,68.208,68.355,41.526,74.171,257.802,309.097,235.775,232.85,319.333,329.146,229.195,312.203,434.285,374.381,580.254,403.814,372.061,417.575,320.795,207.012,294.669,352.987,245.854,265.553,812.103,685.623,498.628,723.718,628.193,410.776,480.6,594.904,364.434,723.871,278.778,188.15,134.453,362.695,173.063,174.703,301.331,73.97,203.421,58.002,143.91,196.427,222.495,209.211,378.323,751.92,512.575,700.934,149.178,651.997,167.056,226.822,280.277,58.367,318.359,431.292,392.278,397.432,1264.319,817.546,342.405,621.535,378.59,656.279,375.603,399.148,687.531,693.4385,624.1216999999999,636.98163,915.6210500000001,804.2379,901.6730699999999,620.37357,1150.60698,728.07015,1446.2273400000001,928.71485,1993.84424,1080.48338,2166.45279,873.03836,916.78601,1824.11647,1199.29148,966.67111,960.48491,1652.03699,966.99892,744.9335,1151.60057,900.9484,1327.76207,937.43066,738.8480999999999,1310.52681,1138.6838,760.04446,1407.4311599999999,847.031,1224.63248,1670.7339,879.2298199999999,840.99857,943.89652,1230.4109799999999,1466.7748000000001,1318.49376,402.12932,869.5669200000001,1373.9659,433.64913,555.0895,853.6564000000001,1653.9497,2303.556,784.46842,710.83201,1217.7636,767.77215,1625.25558,875.89777,771.82846,649.81879,398.89724,750.99946,1075.4504,776.5313199999999,380.40165,745.28509,808.1233199999999,1078.8266299999998,1137.80845,650.19624,840.60717,975.39048,962.4292399999999,1061.03514,1121.20618,1083.09015,1094.58151,1517.54019,1510.53898,606.60652,714.73356,773.73481,977.34912,599.9288,546.7984,557.85717,598.86428,884.30319,554.88052,717.94668,456.08826,622.14964,404.34181,450.30414,539.10578,448.74113,406.29327,495.79374,980.46411,725.5626,457.48936,292.75633,813.6187,687.8418399999999,461.26462,533.64043,780.25501,595.24011,472.91058000000004,808.41015,989.88115,645.5643100000001,661.01364,785.53425,763.4999799999999,612.24976,2441.36888,1699.53825,467.04335,350.07572999999996,378.17477,344.09169,424.62559000000005,440.97524,265.02108000000004,265.34825,840.7987099999999,856.24438,199.75420000000003,949.34473,1134.7906,808.42473,1085.79946,1395.0601000000001,1123.40774,463.7958,349.49556,622.76023,1117.63116,303.69299,490.47166,427.58165,887.69965,269.154,410.14797999999996,381.89502000000005,633.08015,1257.41501,624.55642,338.89279,379.91243,343.67869,153.75843,270.28729,580.92299,2898.2962,2388.17676,1107.33004,1826.07441,670.1161,619.5277600000001,722.25073,396.11013,620.77718,386.57312,890.80456,765.01132,1516.68981,1417.7943300000002,522.77115,1020.91993,528.5417199999999,309.74434,336.33681,397.76952,553.85565,378.62321999999995,372.13321,489.6586,547.54275,695.63708,494.90027000000003,434.6051,449.64131,795.64086,946.6904000000001,726.79141,414.8863,790.76061,279.09254999999996,341.94061,600.13292,210.02510999999998,653.88962,374.40225,435.5177,522.6042,313.42357,508.84578000000005,231.40703,369.727,487.54,458.99896,593.45887,597.28471,937.226,412.38002,378.96163,542.17591,587.97005,527.08887,385.99212,490.45787,608.9311,3937.5715299999997,2266.30626,1029.65951,458.13005,1756.68351,1727.87797,3090.289,913.32806,226.83707,3239.6646499999997,621.71686,529.0033199999999,427.99945,154.08217000000002,817.12596,2011.87026,1031.3971,465.45259000000004,973.0565,589.15037,684.1295,599.0905,346.54751,393.17007,878.7200300000001,499.13849,872.51504,1233.46208,1054.0488,691.4329,835.64811,607.71949,702.6126999999999,445.09517999999997,106.8023,329.08497,563.4741300000001,210.5044,430.61637,672.4394599999999,1202.8807,817.89191,1047.32763,1511.2694,605.67174,1206.25766,752.4555600000001,706.6425899999999,1529.34766,1278.88868,1455.27431,1343.41053,1239.8293500000002,1648.00527,1477.9251499999998,1425.13724,1307.5987,434.59187,383.36194,1222.5226499999999,886.71554,529.67832,452.09228,980.46209,1027.00573,1159.16936,2454.87804,1368.23973,2373.77657,1223.8283000000001,638.2058900000001,1127.129,930.85246
"Midway, Islas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldavia,,,,,,,,,17.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mónaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09,,,62.6,,,,,,,,,,,19.66,,,19.395,,,,,,,,20.52,,21.02,,,19.15,,,21.0,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6554,,,,,,,,,,,,0.7044400000000001,,,,,,,,,,,,,,,,19.73614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,15.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,,,,,,,,17.61,,,13.139,,,,,19.8855,8.73,,,,,,,,9.18,,,,,,,18.78,,20.0,,,,,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,56.0,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.318,,,,,,,,499.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,,,,,,,,,,,,,0.171,,,,1.814,,,0.288,,,,,,,,6.719,,,,,,,,9.091,,,,,,,4.771,,,,,,,,0.102,8.267,,,,,,7.138,0.116,,,,,4.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2802800000000003,,,,,,,,,,0.024,0.029,,1.681,,,,0.04,3.875,0.4245,4.432,,0.051,0.01573,,3.508,21.523,0.048299999999999996,9.864,0.0355,9.3017,5.02,0.0741,16.961,,,0.019,,0.0525,,2.64096,10.013,,0.051,11.348,,,,,0.5465,,,0.0585,13.809,,0.12,0.134,0.3322,0.2558,22.3556,0.1832,0.7546,9.2287,,0.6135,0.4372,,4.6918,,,,,,17.559,0.386,0.586,,,,19.993,17.35793,,0.52,0.037,0.037,15.369,0.49,,,,,31.511,0.222,19.131,,,,52.14,51.68,51.68,17.01375,0.16,14.464,16.607,,17.750220000000002,,0.493,,0.409,0.011,1581.75055,16.728,,,19.68834,0.42,17.18,0.26,0.08,19.609689999999997,0.12,2500.0,,15.711540000000001,25.89779,1.2803900000000001,0.016,,0.089,19.919970000000003,,18.89472,,45.305080000000004,,,0.2,19.08916,,59.19321,20.04641,,1.976,20.03891,,19.98733,,0.4005,40.16477,,,19.605169999999998,,361.836,,21.44,,20.60437,,,20.47998,,,,19.211599999999997,19.78515,,84.199,19.951150000000002,,20.11932,177.772,,16.78497,,1.6892,,25.396,71.15293,10.608,0.01738,209.976,103.6,,66.51442,,101.584,52.0,0.112,304.752,19.64512,,102.188,,9.414,,12.661430000000001,,28.30762,,229.186,,,69.54505,,,232.09765,54.0,48.109,,39.627230000000004,73.0,136.05,,56.3009,48.29889,19.49402,,291.97008,19.73291,28.0,,26.38297,,,18.46686,111.68347,192.05,,131.6955,15.699,20.325419999999998,41.59369,46.20358,,19.71296,,13.19659,28.0,97.89842,,76.55348,20.31809,17.45613,,21.09825,47.62799,,28.0,19.876330000000003,25.70647,132.39016,152.81543,47.50118,,56.0,35.56281,84.0,196.0,13.21709,18.093619999999998,56.0,75.19565999999998,52.49950000000001
Níger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,,,,16.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11,22.0,,,,,,,,43.5,,,,,,40.1,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75111,,,,,,,,,,,6.189979999999999,52.8176,,64.0,,,45.0,,,,,52.0,,,,74.0,271.7,,249.7,,,,,,,,,,,,,,74.678,99.639,302.4,50.224,231.3,,,,,,,,,,,,,,57.045,,,,,,,,,,,,,19.378,,,,,,,,,,,,,,,,,100.23,24.23
Noruega,,,0.08,,,,0.12,,,,,,0.142,0.13,,,,,0.186,,0.35,,0.12,,,,0.202,,,0.127,,,0.143,,,0.1,,0.18,,,0.053,,,0.049,,,0.08,,,,,0.084,,,,,,,0.022,,,,,0.04,,,,,,,,,,,,0.124,,4.681,,,,0.065,,,,,,,,,0.043,,18.031,16.158,,0.129,,,22.74,,40.07,,,,,,,,22.15,,26.0,,25.0,,,0.051,0.015,,,,,,0.014,,,0.049,46.93,,,,,0.031,,0.04,0.0305,,,,0.0605,,,,,,,,0.039,14.642,0.3541,,0.2605,0.055,0.07805,0.022,,0.055,16.0,16.0,,0.197,16.0385,0.081,16.0,0.037,0.017,0.03,16.101,,46.267,0.059,0.011,,16.042,0.26937,16.0,33.14725,1.00189,1.0,33.058,19.958,1.566,16.116,17.08,,0.16,,22.035,16.0817,16.0,1.121,16.227,1.1345999999999998,16.158559999999998,0.70229,,0.657,17.585279999999997,,8.2546,16.668,0.018,16.0,6.46534,0.05,5.945,0.32156,0.43515,23.61432,16.033,48.06058,,16.102,48.226,16.0,0.049,18.53366,0.074,0.48757,0.039,0.00824,0.033,16.0,0.025,16.021,,16.0,16.97362,14.11174,0.5217,16.845470000000002,0.073,3.55,48.39226,16.0,,48.606660000000005,5.9857,17.06936,0.56877,5.712,7.61013,,16.284,,16.0,7.337899999999999,16.0,0.517,22.989099999999997,1.2344300000000001,16.65963,0.597,3.944,16.147,0.096,33.353019999999994,,16.2946,23.38099,,0.48919999999999997,31.98872,5.518,0.014,,,16.0,0.139,,36.0,16.0,0.155,0.324,0.118,0.045,,21.28,,16.0,0.028,,16.0,0.023,32.03845,0.0295,0.123,0.017,,,6.941,,16.03565,16.0,0.0075,6.66838,,0.181,6.5808,,6.1834,,0.05586,,0.14159,0.04861,6.15503,6.4,,6.4371,17.1412,0.12096,6.4708000000000006,,6.4509,6.40085,6.455,,12.7973,31.0085,6.20579,6.3769,,16.0,0.1415,6.2848999999999995,6.5335,43.55999,6.44571,6.94796,20.0,,25.803,20.03851,6.624689999999999,,36.0,6.5264,,10.0,20.0,,12.15,12.15,16.0,,,,0.2328,,16.0,,0.0492,,,,,33.876599999999996,,,,,,,15.966,,16.0453,,,,0.02,,,,,,,16.0,,23.952,,16.0,0.025,,,,,,16.0,,,19.96,0.017,0.05,,,,,0.72,
Nueva Caledonia,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,18.227,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.005,18.011,,,24.281,,,,,25.0,,,,,,,,,,,,,,,,,,,22.47,22.52,,,,,,,24.0,,24.5,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,23.466,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.649,,,,,,,,,,,
Papua Nueva  Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.082,6.945,,,,,,,,,,11.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
